"index","Title","Summary","Enrollment","Stars","Rating","Link"
602,Algorithmic Trading Robots Without Programming (17 Hrs) MT5,Create Profitable Strategies based on the Algorithmic Trading. Learn to test & improve the odds of Algorithmic Trading,21415,4.0,109,https://www.udemy.com/course/algo-trading/
603,Intraday Scalping Strategy - Based Up On Price Action,"Intraday Trading Strategy, Intraday Scalping, Crudeoil, Stock Trading Strategy, Intraday Trading India, Nse trading",305,3.3,109,https://www.udemy.com/course/intradayscalpingstrategy/
604,Learn QuickBooks Pro 2014 the Easy Way,Learn how to manage the finances for a small business using our drop-dead simple method to mastering QuickBooks Pro.,4003,4.7,108,https://www.udemy.com/course/learn-quickbooks-pro-2014-training/
605,"Day trading strategy for all levels, with 72% success rate",Learn&Trade,792,3.7,107,https://www.udemy.com/course/1-shot-1kill/
606,Financial Modeling for Startups,Learn how to model a startup business in Excel and draw conclusions about your business,2360,4.1,106,https://www.udemy.com/course/financial-modeling-for-startups/
607,Income Tax for Beginners - House Property Income,Learn to Calculate House Property Income,3948,4.1,106,https://www.udemy.com/course/income-tax-for-beginners-house-property-income/
608,Learn Blender for Packaging Designers and Graphic Designers,Step by step beginner guide to blender - go from zero knowledge to professional 3d product mock-ups,578,3.9,106,https://www.udemy.com/course/learn-blender/
609,Trading Portfolio Expert Advisors + 100 EURUSD Strategies,"Learn the Newest Technology for Trading on the Forex Market, and Achieve More Stable Results with Lower Risk.",572,4.9,106,https://www.udemy.com/course/trading-portfolio-expert-advisors-100-strategies-included/
610,Personal Finance Mastery: The 6-Phase Personal Finance Plan,"Master the Top 'Hacks' of the Wealthy: Automatize Your Finances, Let your Money Work FOR You & Build Long-Lasting Wealth",733,4.1,106,https://www.udemy.com/course/personal-finance-mastery-the-6-phase-personal-finance-plan/
611,Trading Biotech Stocks - Understanding the Healthcare Sector,"Learn the principles of the healthcare market to successfully invest in biotech, pharma and healthcare.",444,3.4,105,https://www.udemy.com/course/trading-biotech-stocks/
612,Actuarial Science For Non-Actuaries,How Insurance Really Works,328,4.1,105,https://www.udemy.com/course/actuarial-science-for-non-actuaries/
613,Certification in Renko Chart Trading & Taj Mahal Strategy,Learn What is Renko Trading & How to trade using Taj Mahal Strategy. Renko Chart is used by Pros & its a Special skill,10940,2.9,105,https://www.udemy.com/course/renko-chart/
614,Effective Debt Collection Strategies,Learn skills and strategies to improve customer debt recovery,235,4.3,105,https://www.udemy.com/course/effective-debt-collection/
615,Index Mutual Funds: Lower Cost-Risk & High Return Investing!,Investing in Index Mutual Funds And ETF Provide Low Risk and Low Cost Investing Plus Great Returns For Your Investment.,8829,4.2,104,https://www.udemy.com/course/index-mutual-fund-investing/
616,Enterprise Risk Management (ERM) 101,This course covers the basic concepts of Enterprise Risk Management (ERM).,416,4.3,104,https://www.udemy.com/course/enterprise-risk-management-101/
617,Fundamentals of US GAAP Accounting,US GAAP,813,3.5,105,https://www.udemy.com/course/fundamentals-of-us-gaap-accounting-part-1/
618,Acumen Presents: Mihir Desai on Demystifying Finance,"Harvard Business Professor & author of ""The Wisdom of Finance"" teaches basic financial concepts through stories",776,3.6,104,https://www.udemy.com/course/acumen-presents-mihir-desai-on-demystifying-finance/
619,Mastering Technical Analysis : Maximizing Trading Profits,Identifying High Probability Trading Opportunities and Maximize Profits using Technical Analysis,989,3.7,104,https://www.udemy.com/course/mastering-technical-analysis/
620,Investing in Recession = How to Invest in Recession,How to Invest in recession or global financial crisis.,5015,4.4,104,https://www.udemy.com/course/investing-in-recession-recession-edition/
621,Business Finance: A Complete Introduction,"A primer in Business Accounting, Financial Ratio Analysis and Return on Investment Analysis",544,4.6,105,https://www.udemy.com/course/business-finance-a-complete-introduction/
622,Accounting Excel Corporation Comprehensive Prob-First Month,Comprehensive corporation accounting cycle problem in Excel with preformed Excel worksheet for each step,22870,4.4,103,https://www.udemy.com/course/accounting-excel-corporation-comprehensive-prob-first-month/
623,Relationship Management in Corporate Banking,How to acquire and manage successful Corporate Client Relationships in Corporate Banking,475,4.3,105,https://www.udemy.com/course/relationship-management-in-corporate-banking/
624,"Anyone can understand Blockchain, Bitcoin and Crypto!","Learn the key elements of blockchain and Bitcoin, create your own wallet",450,4.4,103,https://www.udemy.com/course/blockchain-fundamentals/
625,Financial Accounting - The Ultimate Beginner Course,Learn Financial Accounting the Easy Way,516,4.2,102,https://www.udemy.com/course/financial-accounting-the-ultimate-beginner-course/
626,How to Get Out of Debt & Improve Your Credit Score,Simple Steps in Personal Finance to a Brighter Financial Future,9202,4.5,102,https://www.udemy.com/course/how-to-get-out-of-debt-improve-your-credit-score/
627,Investing in the Stock Market,Your complete guide to investing in the stock market! Allowing you to create long term wealth.,441,4.5,102,https://www.udemy.com/course/investing-in-the-stock-market-i/
628,Fundamentals of Audit - A Crash Course,Make strong foundation in Basics of Audit,8596,3.8,102,https://www.udemy.com/course/fundamentals-of-audit/
629,Tax Accounting Made Easy to Understand,"Finally, an easy to understand tax accounting course. Taxes explained step by step.",1811,4.2,101,https://www.udemy.com/course/taxaccounting/
630,"Learn the Basics about Saving, Investing & Managing Credit","Discover how to Increase your wealth by learning the things that School Didn't Teach Us About Saving, Investing & Credit",4892,4.6,101,https://www.udemy.com/course/saveinvestcredit/
631,QuickBooks Vendors And Accounts Payable,Learn Every Possible Vendor And Accounts Payable Situation In QuickBooks. Assure Correct Payable Result,752,4.3,101,https://www.udemy.com/course/quickbooks-vendors-and-accounts-payable/
632,Trading Master 103 - The Fibonacci Retracement Strategy!,Make Money Trading Price Retracements using the Fibonacci Tool! Its EASY & Consistently PROFITABLE!,426,4.0,101,https://www.udemy.com/course/trading-master-103-use-fibonacci-retracement-like-a-pro/
633,Ultimate Guide to Stock Market Passive Income,How to generate passive income from the stock market without having to analyze financial statements and picking stocks,3355,4.4,101,https://www.udemy.com/course/ultimate-guide-to-stock-market-passive-income/
634,How To Maximize Your Profits Trading Options,A Step-by-Step Course On Trading High Probability Short Strangles,1822,4.2,100,https://www.udemy.com/course/how-to-maximize-your-profits-trading-options/
635,NimblrTA Breakout Strategy for Beginners,Level 1 - Indian Stock Market,258,4.6,100,https://www.udemy.com/course/nimblrta/
636,FOREX : Learn Technical Analysis,"If you want to become financially independent without having to sell stuff online, the Forexmarket is perfect for you !",1696,4.2,100,https://www.udemy.com/course/learn-technical-analysis-from-beginner-to-pro/
637,QuickBooks Online 2020 Vs. QuickBooks Desktop 2020,"Learn QuickBooks Online & Desktop 2018-Comprehensive online course taught by a practicing CPA, CGMA, CPI, with BS tax",1801,4.5,100,https://www.udemy.com/course/quickbooks-online-vs-quickbooks-desktop/
638,Basics of Auditing A Complete Study,Learn the fundamentals of auditing to excel in accounting and auditing career,4694,4.1,99,https://www.udemy.com/course/basics-of-auditing/
639,MS Excel - Get Basic MS Excel Skills in Almost 1 Hour,"MS Excel - Learn basics quickly, Learn Formulas and Special Skills",4226,3.9,99,https://www.udemy.com/course/ms-excel-get-basic-ms-excel-skills-in-almost-1-hour/
640,Investing With A Robo Advisor,Low Cost Robo-Investing Is Taking Off. Easily Invest In Stocks And Other Assets With An ETF Portfolio Built Just For You,9134,4.7,99,https://www.udemy.com/course/robo-investing-with-a-robo-advisor/
641,CPA 101: How To Master Affiliate Marketing In No Time,Learn everything about CPA to earn at least $1000 every month from home working only 2 hours a day.,11542,2.4,99,https://www.udemy.com/course/cpa-marketing-101/
642,Build a Trading Comps Valuation Model,Learn to build and analyze the single most common model in investment banking. Includes a complete comps model in Excel.,1189,4.6,98,https://www.udemy.com/course/build-a-trading-comps-valuation-model/
643,The Complete Short Bitcoin Course & Price Forecast Analysis,"Learn Basic to Advance details of Bitcoin, along with Bitcoin Trading Forecast. Trade Bitcoin like a Professional",11629,3.7,98,https://www.udemy.com/course/bitcoin1/
644,Stock Market Value Investing Complete Masterclass,Capture great stocks at a bargain price and gain massive returns safely without worrying about market fluctuation.,9573,4.2,98,https://www.udemy.com/course/stock-market-value-investing-complete-masterclass/
645,Basic Technical Analysis: Learn the structure of the market,Set your foundation in technical analysis. Learn this powerful tool that will propel you into more wins.,4990,3.9,98,https://www.udemy.com/course/learn-basic-technical-analysis/
646,The Big Volatility Short: The Best Trade On Wall Street!,Learn how volatility works in the stock market and master a strategy that gives you a near-zero risk setup!,666,3.9,97,https://www.udemy.com/course/the-big-volatility-short/
647,Capitalism in Crisis: The global economic crisis explained,The global economy is teetering of the verge of collapsing into a new great depression. Learn why and what's next.,697,4.4,97,https://www.udemy.com/course/capitalism-in-crisis-the-global-economic-crisis-explained/
648,Blockchain in Financial Services,Distributed Ledger Technology and Blockchain implications in the Financial Services,4894,3.7,97,https://www.udemy.com/course/blockchain-in-financial-services/
649,Governmental Accounting 100,Fund accounting-governmental accounting-General Fund & government-wide activity transactions-modified accrual method,20009,4.5,97,https://www.udemy.com/course/governmental-accounting-100/
650,Practical Financial Statement Analysis,Learn to analyze financial statements using real examples from company filings,554,4.1,97,https://www.udemy.com/course/practical-financial-statement-analysis/
651,Financial analysis: Compare performance of companies,Learn financial analysis skills - Performance measurement and evaluation of companies using an objective scorecard,2104,4.1,97,https://www.udemy.com/course/financial-performance-analysis/
652,Finance & Accounting for Management Consultants and Analysts,Practical guide that will help you understand financial statements & do financial analyses during consulting projects,1414,4.7,98,https://www.udemy.com/course/finance-accounting-for-management-consultants-and-analysts/
653,Introduction to Project Management for Finance and Acct'g,This course explores the concept of what a project is and when work would be considered a project.,415,3.8,97,https://www.udemy.com/course/introduction-to-project-management-m/
654,Stock Market Investing and Trading with Technical Analysis,"Master Fibonacci, Elliott, Patterns, Moving Averages, Candlesticks, Options, Oscillators, Charts, Volume, Open Interest",7012,4.1,96,https://www.udemy.com/course/technical-analysis-g/
655,Long Term Share Investing Technique (International Edition),Learn how to invest in the stock market with Fundamental Analysis,426,4.7,96,https://www.udemy.com/course/long-term-share-investing/
656,"188% Profit in 1Year - Forex ALGO Robot Trading no indicator","Proven ALGO since 2012, Making Profit through Forex Trading in the easiest way without indicators with manual ALGO style",445,3.0,97,https://www.udemy.com/course/forex-robot-trading/
657,Financial modeling: Build a forward looking integrated model,"Learn financial modeling skills - Forecast Income statement, Balance Sheet & Cash Flows Statement for any company",2561,3.6,96,https://www.udemy.com/course/how-to-make-an-integrated-financial-model/
658,Credit Scores: How Personal Credit Works,Learn everything you need to know about how your credit score works and how to improve it!,10448,4.7,97,https://www.udemy.com/course/how-credit-scores-work/
659,Certification3 WEC Personal Finance Life Coach Training,Personal Finance Life Coach Training for Women Empowerment|Accreditation Credentials + WEC Directory for Level 2 Grads,3203,4.2,96,https://www.udemy.com/course/women-empowerment-3-personal-finance-life-coaching-certification/
660,The Beginner's Guide to Swing Trading Stocks Part-Time,"The Complete Guide to Swing Trading Stocks Part-Time with Swing Trading Strategies, Patterns, & Analysis for Beginners!",285,4.4,95,https://www.udemy.com/course/the-beginners-guide-to-swing-trading-stocks-part-time/
661,Bookkeeping to Command a Senior Bookkeeping Position,Learn bookkeeping from the basics; right up to advanced bookkeeping functions!,1034,4.1,96,https://www.udemy.com/course/bookkeeping-to-command-senior-bookkeeping-wages/
662,Futures Trading: The complete Futures Trading Masterclass,Futures Trading: The complete Futures Trading Masterclass. Learn to trade Futures with LIVE TRADES!,529,3.9,95,https://www.udemy.com/course/future-trading/
663,Forex Trading MAKE YOUR FIRST TRADE TODAY!,Get started trading on the #1 financial market and gain the skills to become a successful FX trader!,3734,4.6,95,https://www.udemy.com/course/trade-forex/
664,ACCA FA1 Recording Financial Transactions,ACCA Foundation level. Foundation in Accountancy (FIA). Introductory certificate in financial and management accounting.,357,4.5,94,https://www.udemy.com/course/acca-fa1-recording-financial-transactions/
665,Basics | How to Buy & Sell Cryptocurrency - Binance Exchange,"In this cryptocurrency course you will learn how to buy, sell and trade cryptocurrency from scratch today.",12246,4.1,94,https://www.udemy.com/course/how-to-buy-sell-cryptocurrency-on-the-binance-exchange/
666,Swing trade stocks and forex with the Ichimoku Cloud,"See past, present, and future price cycles by learning and mastering the Ichimoku Kinko Hyo Indicator in under an hour!",1297,3.4,94,https://www.udemy.com/course/ichimokucloud/
667,Introduction to Accounting in 1 hour - Free ebook included!,Get a quick introduction to Accounting. Understand the basic concepts fast.,2034,4.3,93,https://www.udemy.com/course/accountingintroduction/
668,Beginner's Guide to Shares Investing,Learn the Basics of Shares Investing,442,4.2,93,https://www.udemy.com/course/beginners-guide-to-investing/
669,Professional Bookkeeping & Accounting 1: Sales & Purchases,A comprehensive guide to bookkeeping and accounting for Sales and Purchases,824,4.0,93,https://www.udemy.com/course/professional-bookkeeping-and-accounting-1/
670,Intensive Course on Banking & Finance,Career oriented interactive course content designed and updated as per industry requirements to make you a professional,6002,4.0,93,https://www.udemy.com/course/indian-bank-management-course/
671,Stock Options Day Trading Mindset for Success,"Put an end to the 11 bad habits which eat away at your profits, and sabotage your Stock Options Trading.",13062,4.3,93,https://www.udemy.com/course/stock-options-day-trading-success-mindset/
672,Ultimate Investment Banking Course,"Master all the Financial Markets concepts : Stocks, Bonds, Options, Swap, Greeks, Hedging Stategies, Banking Regulations",2495,3.9,93,https://www.udemy.com/course/ultimate-investment-banking-course/
673,"Excel, PowerPoint & Presentations for Investment Bankers","The mother of all Excel and PowerPoint courses, tailor-made for investment bankers!",427,4.2,92,https://www.udemy.com/course/excel-powerpoint-presentations-for-investment-bankers/
674,Personal Finance: How to Take Control of Your Finances,"Mastering Personal Finance with a clear strategy for Income Allocation, Debt Repayment, Saving's and Investment",4101,3.4,91,https://www.udemy.com/course/how-to-take-control-of-your-finances/
675,Trading Options With Money Flow,How To Super Charge Your Trading Using Institutional Money Flow,1761,4.3,91,https://www.udemy.com/course/trading-options-using-money-flow/
676,"Backspreads, Diagonals and Butterflies - Advanced Strategies","This course combines 3 advanced spreads - Backspreads, Diagonals (and Double diagonals), and Butterfly spreads.",1225,3.9,90,https://www.udemy.com/course/calendars-diagonals-butterfly-spreads/
677,Personal Income Tax in Canada,Good Stuff to Know,291,4.2,90,https://www.udemy.com/course/personal-income-tax-in-canada/
678,Basics of Accounting For CPA CA Masters and bachelor courses,"Basic Terms, Debit and Credit, Journal, Ledger and Trial Balance",4171,3.5,90,https://www.udemy.com/course/basics-of-accounting-for-cpa-cpt-ca-masters-and-bachelor-courses/
679,"Professional Options Trading, Simplified","Master the art of trading options with high probability of success, enabling you to generate a steady income stream",844,4.2,90,https://www.udemy.com/course/optionstrading/
680,"Become Expert in Tally ERP9, Complete Advance Course","Learn how to handle complete accounting, inventory, job costing, payroll processing in Tally with easy examples",415,3.6,90,https://www.udemy.com/course/learn-tally-erp9-advance-course/
681,Accounting-Statement of Cash Flows,Use the direct method and indirect method to construct the financial statement explaining how to use accounting workeet,12413,4.1,90,https://www.udemy.com/course/accounting-statement-of-cash-flows/
682,Offline Business Models in Excel - Practical Guide,Practical guide for Business Analysts and Consultants how to do financial and business modeling,3242,4.7,90,https://www.udemy.com/course/offline-business-models-in-excel/
683,Data Structures and Algorithmic Trading: Machine Learning,"Data Structures and Algorithmic Trading: Machine Learning, Stock Trading, Invest In Cryptocurrency, Build A Forex Robot",2679,2.5,90,https://www.udemy.com/course/data-structures-and-algorithmic-trading-machine-learning/
684,Financial Accounting–Inventory & Merchandising Transactions,"Merchandising transaction including purchase and sale of inventory, discounts, and returns. FIFO, LIFO, Average Methods",15033,4.0,89,https://www.udemy.com/course/financial-accountinginventory-merchandising-transactions/
685,Stock Trading Bootcamp For Traders & Investors (NEW 2020),"Profitable Stock Trading System - Technical Analysis, Chart Pattern Trading & Candlestick Trading Hacks For Day Trading",4966,3.9,89,https://www.udemy.com/course/stock-trading-bootcamp/
686,Basic Bookkeeping Hacks,How to easily get your accounting and bookkeeping done fast,19383,4.6,89,https://www.udemy.com/course/basic-bookkeeping/
687,Financial Planning & Management: Finance Strategies & Tools,Learn financial planning & management strategies. Finance fundamentals. Finance basics. Personal finance. Finance tools,3479,3.0,89,https://www.udemy.com/course/financial-planning-guide/
688,Understanding Sarbanes-Oxley (SOX) Section 404,This course provides an overview of SOX Section 404 and discusses how one can effectively implement a program.,371,4.1,89,https://www.udemy.com/course/understanding-sarbanes-oxley-sox-section-404/
689,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Trading binary options: a step-by-step guide to navigating the easiest financial market.,1917,3.8,89,https://www.udemy.com/course/learn-trading-binary-options-from-scratch-and-3-strategies/
690,How To Scalp Forex: A Simple System For Consistent Gains,With Master Scalper Indicator That Shows You Exact Market Turning Points (2 FREE Custom Indicators Included),328,4.2,88,https://www.udemy.com/course/forex-scalping-a-simple-system-for-consistent-gains/
691,Income Tax – Schedule C Small Business Sole Proprietor,"Small business, schedule C income tax preparation using actual tax forms for examples including form 1040, Schedule SE",3542,4.5,89,https://www.udemy.com/course/income-tax-schedule-c-small-business-sole-proprietor-2018/
692,Time Value of Money & Capital Budgeting - Present Value,"Present value and future value calculations applied to larger dollar amount decisions comparing use of Excel, tables...",24584,4.1,89,https://www.udemy.com/course/time-value-of-money-capital-budgeting-present-value/
693,Financial Statements Analysis: Learn to Invest Like a Pro!,"Upgrade your investment decision making, harness the powerful tools of financial statements and financial ratios!",1362,4.2,88,https://www.udemy.com/course/financial-statements-and-ratios-for-beginner-investors/
694,Accounting101: Learn Accounts Receivable From A to Z,"Learn The Accounts Receivable Cycle, Basics of Accounts Receivable, Accelerating Collections and Much More in 2019!",2702,3.8,89,https://www.udemy.com/course/learn-accounts-receivable-basics-and-best-practices/
695,Learn Ethereum Blockchain & Smart Contracts within 1 Hour,"Learn Ethereum, Ethereum Blockchain & Smart contracts in this short & concise course. We will talk practical.",383,2.5,88,https://www.udemy.com/course/learn-ethereum-blockchain-smart-contracts-within-1-hour/
696,How to use Best Volume Based Technical Analysis Indicators,"Learn Advanced Volume Analysis (Technical Analysis) to Predict Forex, Stock Trading, Day Trading or Swing Trading.",6977,2.8,88,https://www.udemy.com/course/volume-indicators/
697,Day Trading Masterclass For Traders & Investors (NEW 2020),"Copy & Paste Day Trading & Technical Analysis System For Stock Trading, Forex Trading, Cryptocurrency & Options Trading",1590,4.4,88,https://www.udemy.com/course/day-trading-masterclass/
698,Mastering Taxes: Slash Your Taxes and Have Fun Doing It!,"A simple, 1 hour course that will help you legally slash your taxes and save hundreds or thousands of dollars a year.",363,4.3,87,https://www.udemy.com/course/mastering-taxes/
699,CAMS Certification Exam Test,Clear Your CAMS Exam in 1st Attempt.,442,3.8,87,https://www.udemy.com/course/cams-certification-exam/
700,The key metric of pricing in Economics: Elasticity,Economics-The complete course on Elasticity and its business aspect,470,4.4,87,https://www.udemy.com/course/the-key-metric-of-pricing-elasticity-business-aspect/
701,Finance Fundamentals: Project Evaluation with NPV,"An Introduction to Finance, Cash Flows, and Project Evaluation",2812,4.7,87,https://www.udemy.com/course/finance-fundamentals-project-evaluation-with-npv/
702,Tax & Adjusting Entry Year-End Accounting Excel Worksheet,"Build Excel worksheet for adjusting adjusting & tax entries, reconciling net income calculated on a book and tax basis",17639,4.5,87,https://www.udemy.com/course/tax-adjusting-entry-year-end-accounting-excel-worksheet/
703,Stock Trading: Swing Trading Stocks & Playing Options Course,Guide to basics to intermedia concepts to learn how to trade Stocks,14905,4.1,86,https://www.udemy.com/course/swingtrading/
704,Technical Analysis Fundamentals: Reading Stock Charts,"Learn the fundamentals of Technical Analysis and discover how to read, analyze & trade stocks through their charts",1297,3.9,86,https://www.udemy.com/course/technical-analysis-reading-the-charts/
705,How The Economy Really Works,Understand how the government manages the economy through credit creation & asset price manipulation in the 21st Century,550,4.4,86,https://www.udemy.com/course/how-the-economy-really-works/
706,"2018 Cryptocurrency Masterclass: Trading & Investment Course","Learn cryptocurrency trading, technical analysis, cryptocurrency investment, ICO and more",1435,4.1,86,https://www.udemy.com/course/complete-cryptocurrency-investing-security-trading-course/
707,Wyckoff Trading: Making Profits With Demand And Supply,Become Consistently Profitable By Taking Only The Best Opportunities,447,3.5,85,https://www.udemy.com/course/wyckoff-trading-making-profits-with-demand-and-supply/
708,The invention of the Euro - Robert Mundell,Understanding Economics,1247,3.9,85,https://www.udemy.com/course/the-invention-of-the-euro-robert-mundell/
709,Stock Market Success : Secret Sauce - Stock Market Trading,How To Invest In the Stock Market : Options Trading Tutorial For beginners : Stock Market Trading Success : Investing,2536,4.6,85,https://www.udemy.com/course/stockmarketsuccesssecretsauce/
710,The Complete Price Action Course - Advanced Forex Trading,The complete A-to-Z guide to price action trading and analysis - the study of how and why prices move. w/LIVE examples.,239,4.4,85,https://www.udemy.com/course/forex-james-the-complete-price-action-course/
711,Advanced Stock Options Daytrading with Chart Pattern Trading,Day Trading Stock Options as a Profitable Business using Chart Pattern Trading,11742,4.5,85,https://www.udemy.com/course/stock-options-day-trading-expert/
712,The #1 Strategy To Profit From The Next Stock Market Crash,Learn How To Profit From The Upcoming Stock Market Crash Using A 3-Phase Preparation Used By Warren Buffett & Others,2226,4.1,85,https://www.udemy.com/course/how-to-profit-from-a-stock-market-crash-a-simple-strategy/
713,Corporation Tax Returns UK,Learn how to fill in and file your UK Company Tax Return on the HMRC website,379,3.3,84,https://www.udemy.com/course/corporation-tax-returns-uk/
714,Investment Portfolio Analysis with Python,Learn investment portfolio analysis from basic to expert level through practical course with Python programming language,887,4.1,84,https://www.udemy.com/course/investment-portfolio-analysis-with-python/
715,Finance for Freedom: Master Your Finances in 30 days,Break Free of the Rat-Race with Financial Education,3199,4.3,84,https://www.udemy.com/course/finance-for-freedom/
716,Budget - Save - Win. Simplify your financial life.,A unique budgeting solution that will help you learn the core essentials around money management.,1562,4.1,84,https://www.udemy.com/course/budget-save-win/
717,Financial Freedom Formula - A Holistic Blueprint for Success,A revolutionary plan for developing the mindset and financial skills necessary for your business and financial success,612,3.9,84,https://www.udemy.com/course/financial-freedom-formula/
718,How To Trade Commodity Futures for a Living,Learn to Trade with a focus on Commodity Futures,805,4.0,84,https://www.udemy.com/course/futures-day-trade-course/
719,Pairs Trading Analysis with Python,Learn pairs trading analysis from basic to expert level through a practical course with Python programming language.,703,3.2,84,https://www.udemy.com/course/pairs-trading-analysis-with-python/
720,Stock & Options Strategy: Volatility Surf Trade (low risk),An easy to apply and highly profitable stock and options trading strategy using Volatility ETNs (VXX or UVXY),320,4.4,83,https://www.udemy.com/course/the-volatility-surf-trade/
721,Pairs Trading Analysis with R,Learn pairs trading analysis from basic to expert level through a practical course with R statistical software.,382,4.1,83,https://www.udemy.com/course/pairs-trading-analysis-with-r/
722,Strategic Swing Trading,Tactics for Entering and Exiting Positions,7674,4.7,83,https://www.udemy.com/course/strategic-swing-trading/
723,Navigate the 10-K and Other Financial Reports,"Learn to quickly read and analyze the 10-K, 10-Q, 8-K, S-4, S-1 and more.",727,4.5,82,https://www.udemy.com/course/navigate-the-10-k-and-other-financial-reports/
724,Learn Xero Bank Accounts - The Complete Training Course,Become an expert at bank accounts in Xero bookkeeping & accounting software using Xero's Australian demo company,257,4.7,82,https://www.udemy.com/course/learn-xero-bank-accounts-the-complete-training-course/
725,Forex Trading - Learn An Effective Forex Trading Strategy,An effective Forex trading strategy that sets you apart from other traders . Includes a complete FX trading plan .,416,3.4,82,https://www.udemy.com/course/forex-trading-strategy-technical-analysis/
726,The Beginners Guide to Stock Market Dividend Investing,"Proven Strategies to Build Long Term Wealth, while enjoying Short Term Cashflow",14592,4.2,82,https://www.udemy.com/course/how-to-generate-passive-income-with-dividend-investing/
727,Sarbanes-Oxley (SOX) Auditing Standards,This course is designed to provide a strong understanding of SOX concepts.,315,3.6,81,https://www.udemy.com/course/sarbanes-oxley-sox-auditing-standards/
728,Day Trading and Swing Trading systems for Stocks and Options,"Powerful Intraday and Swing trading systems with customized indicators, high probability trade entries, and risk control",491,4.2,81,https://www.udemy.com/course/day-trading-and-swing-trading-with-options/
729,Value Added Tax (VAT) - Implementation in Saudi Arabia/ Gulf,"General Concepts, Operations, Implementation and Accounting of VAT",178,4.3,81,https://www.udemy.com/course/vat-gst-tax/
730,Option selling trading as income source. Beginners friendly,Learn how to use option time decay in this strategy. 14 days live run with real profits included!!,1459,4.1,80,https://www.udemy.com/course/option-trading/
731,Sarbanes-Oxley (SOX) General and Applications Controls,"This course speaks directly to the importance of general controls (GC), application controls (AC) and spreadsheet.",297,4.1,80,https://www.udemy.com/course/sarbanes-oxley-sox-general-and-applications-controls/
732,Accounting Standards A Complete Study for CA/CMA/CS,Course on Accounting Standards for CA / CMA / CS / MBA / M Com / B Com Students,706,4.0,80,https://www.udemy.com/course/accounting-standards-a-complete-study/
733,Mitigate Fraud Risk with Effective Internal Controls,This course is designed to examine the typical red flags and highlight the best practices on fraud prevention.,193,4.2,80,https://www.udemy.com/course/mitigate-fraud-risk-with-effective-internal-controls/
734,Master Calendar Spreads with this live trade on Gold (GLD),"Calendar spreads (aka ""Time Spreads"" or ""Horizontal Spreads"") are an effective Time decay and non-directional strategy.",779,4.3,80,https://www.udemy.com/course/calendar-spreads/
735,ESG and Sustainable Investing 101,Discover sustainable investing | 1 hour visual and engaging course | Quizzes and assignments,200,4.5,84,https://www.udemy.com/course/esg-and-sustainable-investing-101/
3484,Retire Like a Millionaire,"Retire Like a Millionaire, because you can!",14,0.0,0,https://www.udemy.com/course/retire/
736,Blockchain Technology Concepts: For Managers & Techies,Foundation Course to get insight into Blockchain Technology with session on live Ethereum Blockchain,3436,4.2,80,https://www.udemy.com/course/blockchain-technolgy-concepts-for-students-managers-and-techies/
737,"Managing Financial Reporting, Operating, and Compliance Risk",This course examines the process of building and managing an effective risk management program.,262,4.1,79,https://www.udemy.com/course/managing-financial-reporting-operating-and-compliance-risk/
738,Learn How to Trade Cryptocurrencies for Profit,Earning a Side Income With Profitable Bitcoin Trading,553,3.4,79,https://www.udemy.com/course/trading-cryptocurrencies/
739,Trading: From Wall Street to Your Street,Wall Street trading techniques and principles used by real professional traders.,736,3.7,79,https://www.udemy.com/course/from-wall-street-to-your-street/
740,Accounts Payable Operations Responsibilities,This course reviews liabilities as it pertains to Accounts Payable (AP) and the different responsibilities of AP.,246,4.1,79,https://www.udemy.com/course/accounts-payable-operations-responsibilities/
741,Discounted Cash Flow Valuation: Spot Undervalued Stocks Fast,Learn the 6-step Discounted Cash Flow (DCF) Valuation to calculate the Fair Value / Intrinsic Value of a stock easily,511,4.2,78,https://www.udemy.com/course/discounted-cash-flow-valuation-spot-undervalued-stocks-fast/
742,M&A Due Diligence Best Practices,This course explores how to effectively manage a due diligence process which will mitigate downside risks.,417,3.9,78,https://www.udemy.com/course/ma-due-diligence-best-practices/
743,Swing Trading Bootcamp For Traders & Investors (NEW 2020),"Learn All Swing Trading & Technical Analysis Hacks For Stock Trading, Options, Forex, Cryptocurrency & Financial Trading",1053,4.1,78,https://www.udemy.com/course/swing-trading-bootcamp/
744,Trading Breakouts,"Identify Monster Stocks, Limit Your Risk, and Ride Trends",3008,4.3,78,https://www.udemy.com/course/tradingbreakouts/
745,Complete Cryptocurrency & Blockchain Course | Learn Solidity,"Use Solidity, Remix, Ganache, Geth, Metamask, Truffle & More To Make Blockchain Dapps! Includes Cryptocurrency Know-How.",988,4.3,78,https://www.udemy.com/course/complete-cryptocurrency-blockchain-course/
746,DIY Advance Options Trading Strategies (5 Courses) 11 Hours,"Profitable Options Trading Strategies For Trading Stock Options, Call & Put Using Technical Analysis w/ Risk Management",7838,3.9,78,https://www.udemy.com/course/options1/
747,The Personal Finance and Wealth Management Masterclass,Become an Expert in Personal Finance and Investing. Learn MBA-Level Financial Analysis. Master Finance Fundamentals.,394,4.2,78,https://www.udemy.com/course/private-wealth-management/
748,Forex Trading : Power Of Moving Averages,"Advanced Moving Averages Strategy To Boost Your Earnings In FOREX TRADING,STOCKS & COMMODITIES",334,3.8,78,https://www.udemy.com/course/forex-trading-learn-moving-averages-from-scratch-to-pro/
